disasterNumber,totalNumberIaApproved,totalAmountIhpApproved,totalAmountHaApproved,totalAmountOnaApproved,totalObligatedAmountPa,totalObligatedAmountCatAb,totalObligatedAmountCatC2g,paLoadDate,iaLoadDate,totalObligatedAmountHmgp,hash,lastRefresh,id
5117,,,,,57419.43,2529.05,,2023-10-09T00:00:00.000Z,,303514.37,6492814ce36622bddd55db15d36bab251a789fba,2023-10-09T04:03:28.911Z,27493aa0-c349-4007-b24f-86d586c03835
5120,,,,,1249825.6,497515.3,,2023-10-09T00:00:00.000Z,,0,16c29af50a1926d9f91dc746dc6d903b04231f7f,2023-10-09T04:03:28.911Z,44e26439-f2f3-4e9a-b0b1-dd0c7ab3f164
5121,,,,,103478.1,85121.51,,2023-10-09T00:00:00.000Z,,0,44bc28d03ca748de8cbbe7b83cd010da360134e1,2023-10-09T04:03:28.911Z,904e8387-1089-4c51-afb0-05737463bb34
5122,,,,,1102989.32,54779.68,,2023-10-09T00:00:00.000Z,,0,74a474b4c5a85dd445d24be04e7a3217e4cfd35a,2023-10-09T04:03:28.911Z,f0f67718-d911-4600-b333-a3b74dea02a8
5124,,,,,1930296.01,109887.55,,2023-10-09T00:00:00.000Z,,0,4198394596ff32f83e02340eaa605e33829068df,2023-10-09T04:03:28.911Z,adac51fc-b7d8-4ce2-879b-0aa918849202
5125,,,,,2004706.26,37349.85,,2023-10-09T00:00:00.000Z,,0,40f967a6f5ed72e1f8c4f28133698aa0e3a38483,2023-10-09T04:03:28.911Z,805356fe-cf72-4429-814c-74edc87ccbcf
5126,,,,,2675109.99,303612.8,,2023-10-09T00:00:00.000Z,,0,18e7af859e813c8f715d4cc6a5caeec91696080a,2023-10-09T04:03:28.911Z,9950c9c4-6cd6-49a0-9111-b322b70af5e4
5127,,,,,5905956.47,157086.98,,2023-10-09T00:00:00.000Z,,0,98477f09b66048c05b6c29aa3529573de3f9b66a,2023-10-09T04:03:28.911Z,efe10f45-09e8-47d2-82cc-d45b97db08a2
5128,,,,,14318214.62,335447.17,,2023-10-09T00:00:00.000Z,,0,8c489978e36dc6b37add189f5f8fdde26d659c27,2023-10-09T04:03:28.911Z,afc75204-6e46-4ccf-ad89-d763b6174bc1
5129,,,,,1377758.82,338263.71,,2023-10-09T00:00:00.000Z,,0,acecda8192a5b28cf68ea3a66af4f381e60777e4,2023-10-09T04:03:28.911Z,d4555ef1-257f-4c00-8788-3a851a85c519
5130,,,,,1727016.64,325357.99,,2023-10-09T00:00:00.000Z,,0,7e03ca1b7bd0df0ef91bf1c052c2b2e8fe350aba,2023-10-09T04:03:28.911Z,98238976-565d-4154-8af8-fb17337d69b3
